"Gene.name.uniq"	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"Gene.stable.ID"	"Gene.name"	"ZFIN.ID"	"Gene.description"	"Source.of.gene.name"
"oip5-as1"	1.81788633029413e-05	0.388576915287007	0.16	0.08	0.465778835547962	"4"	"ENSDARG00000093456"	"oip5-as1"	"https://zfin.org/ZDB-LINCRNAG-030131-2500"	"oip5 antisense RNA 1 [Source:ZFIN;Acc:ZDB-LINCRNAG-030131-2500]"	"ZFIN"
"arf2a"	3.31252748107304e-08	0.390379717168112	0.175	0.072	0.000848735791200535	"4"	"ENSDARG00000014763"	"arf2a"	"https://zfin.org/ZDB-GENE-040122-4"	"ADP-ribosylation factor 2a [Source:ZFIN;Acc:ZDB-GENE-040122-4]"	"ZFIN"
"dap1b"	3.27641999221659e-06	0.390764659429821	0.149	0.068	0.0839484330405734	"4"	"ENSDARG00000086842"	"dap1b"	"https://zfin.org/ZDB-GENE-000511-4"	"death associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-000511-4]"	"ZFIN"
"tuba8l3"	3.04435128787143e-06	0.391193451193359	0.243	0.132	0.0780023686978419	"4"	"ENSDARG00000070155"	"tuba8l3"	"https://zfin.org/ZDB-GENE-040801-77"	"tubulin, alpha 8 like 3 [Source:ZFIN;Acc:ZDB-GENE-040801-77]"	"ZFIN"
"rab1ba"	2.83026534788762e-05	0.394084295895661	0.108	0.047	0.725170587435765	"4"	"ENSDARG00000058044"	"rab1ba"	"https://zfin.org/ZDB-GENE-040426-873"	"zRAB1B, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-040426-873]"	"ZFIN"
"CT990561.1"	8.49480292819755e-06	0.394504343639726	0.16	0.077	0.217653840626278	"4"	"ENSDARG00000058284"	"CT990561.1"	"https://zfin.org/"	"EPH receptor A5 [Source:NCBI gene;Acc:797595]"	"Clone-based (Ensembl) gene"
"ywhae1"	3.77017255982316e-06	0.394552127715479	0.149	0.069	0.096599361327789	"4"	"ENSDARG00000006399"	"ywhae1"	"https://zfin.org/ZDB-GENE-030131-779"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-779]"	"ZFIN"
"litaf"	4.17968413866619e-07	0.39506659734428	0.127	0.049	0.0107091867000905	"4"	"ENSDARG00000103483"	"litaf"	"https://zfin.org/ZDB-GENE-040704-23"	"lipopolysaccharide-induced TNF factor [Source:ZFIN;Acc:ZDB-GENE-040704-23]"	"ZFIN"
"ndnfl"	4.99210820718153e-07	0.395507690518404	0.246	0.127	0.0127907796484405	"4"	"ENSDARG00000076462"	"ndnfl"	"https://zfin.org/ZDB-GENE-131127-464"	"neuron-derived neurotrophic factor , like [Source:ZFIN;Acc:ZDB-GENE-131127-464]"	"ZFIN"
"calr3a"	2.30381680157872e-05	0.395959200284272	0.205	0.113	0.5902839409005	"4"	"ENSDARG00000103979"	"calr3a"	"https://zfin.org/ZDB-GENE-000208-17"	"calreticulin 3a [Source:ZFIN;Acc:ZDB-GENE-000208-17]"	"ZFIN"
"ralgps2"	1.17761077411983e-05	0.396763109822678	0.127	0.057	0.301727432544983	"4"	"ENSDARG00000026519"	"ralgps2"	"https://zfin.org/ZDB-GENE-040426-1212"	"Ral GEF with PH domain and SH3 binding motif 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1212]"	"ZFIN"
"cib1"	2.39245487975378e-06	0.397029208341822	0.116	0.047	0.0612994789290514	"4"	"ENSDARG00000103118"	"cib1"	"https://zfin.org/ZDB-GENE-050417-170"	"calcium and integrin binding 1 (calmyrin) [Source:ZFIN;Acc:ZDB-GENE-050417-170]"	"ZFIN"
"rnf128a"	0.000168492622979637	0.397045157979286	0.101	0.047	1	"4"	"ENSDARG00000016867"	"rnf128a"	"https://zfin.org/ZDB-GENE-030131-1044"	"ring finger protein 128a [Source:ZFIN;Acc:ZDB-GENE-030131-1044]"	"ZFIN"
"tcf7l2"	1.0028189523026e-06	0.397103287032977	0.276	0.153	0.0256942271958971	"4"	"ENSDARG00000004415"	"tcf7l2"	"https://zfin.org/ZDB-GENE-991110-8"	"transcription factor 7 like 2 [Source:ZFIN;Acc:ZDB-GENE-991110-8]"	"ZFIN"
"btbd10b"	3.37736974939363e-06	0.400439811005867	0.119	0.049	0.0865349677189636	"4"	"ENSDARG00000020252"	"btbd10b"	"https://zfin.org/ZDB-GENE-080104-5"	"BTB (POZ) domain containing 10b [Source:ZFIN;Acc:ZDB-GENE-080104-5]"	"ZFIN"
"hmgn3"	1.61088207384595e-06	0.40297758797274	0.123	0.05	0.0412740204960809	"4"	"ENSDARG00000036754"	"hmgn3"	"https://zfin.org/ZDB-GENE-041114-180"	"high mobility group nucleosomal binding domain 3 [Source:ZFIN;Acc:ZDB-GENE-041114-180]"	"ZFIN"
"etv4"	1.15100416842028e-05	0.403433861339493	0.183	0.094	0.294910288032645	"4"	"ENSDARG00000018303"	"etv4"	"https://zfin.org/ZDB-GENE-990415-71"	"ets variant 4 [Source:ZFIN;Acc:ZDB-GENE-990415-71]"	"ZFIN"
"pabpc1a"	2.7900885317071e-07	0.405775298289545	0.414	0.26	0.00714876483593992	"4"	"ENSDARG00000017219"	"pabpc1a"	"https://zfin.org/ZDB-GENE-030131-3238"	"poly(A) binding protein, cytoplasmic 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3238]"	"ZFIN"
"rgs12a"	4.08672443490231e-06	0.406136814998527	0.142	0.063	0.104710053471067	"4"	"ENSDARG00000009610"	"rgs12a"	"https://zfin.org/ZDB-GENE-030131-2614"	"regulator of G protein signaling 12a [Source:ZFIN;Acc:ZDB-GENE-030131-2614]"	"ZFIN"
"bin3"	8.73182788326758e-07	0.406229894525894	0.123	0.049	0.0223726894025082	"4"	"ENSDARG00000099651"	"bin3"	"https://zfin.org/ZDB-GENE-030131-2696"	"bridging integrator 3 [Source:ZFIN;Acc:ZDB-GENE-030131-2696]"	"ZFIN"
"nfkbiaa"	0.000119642134621735	0.408065335561899	0.131	0.065	1	"4"	"ENSDARG00000005481"	"nfkbiaa"	"https://zfin.org/ZDB-GENE-040426-2227"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha a [Source:ZFIN;Acc:ZDB-GENE-040426-2227]"	"ZFIN"
"b2ml"	1.59651365212158e-06	0.410807320960369	0.287	0.162	0.0409058727946592	"4"	"ENSDARG00000015887"	"b2ml"	"https://zfin.org/ZDB-GENE-040426-2136"	"beta-2-microglobulin, like [Source:ZFIN;Acc:ZDB-GENE-040426-2136]"	"ZFIN"
"atp5mf"	1.92852671423297e-06	0.411056868477284	0.168	0.079	0.049412711472077	"4"	"ENSDARG00000037867"	"atp5mf"	"https://zfin.org/ZDB-GENE-050309-87"	"ATP synthase membrane subunit f [Source:ZFIN;Acc:ZDB-GENE-050309-87]"	"ZFIN"
"sntb2"	4.73340827476296e-06	0.41326224614056	0.183	0.091	0.121279386815977	"4"	"ENSDARG00000051763"	"sntb2"	"https://zfin.org/ZDB-GENE-131121-511"	"syntrophin, beta 2 [Source:ZFIN;Acc:ZDB-GENE-131121-511]"	"ZFIN"
"wnt2"	2.67025722700174e-05	0.413702338136971	0.272	0.165	0.684173306702386	"4"	"ENSDARG00000041117"	"wnt2"	"https://zfin.org/ZDB-GENE-980526-416"	"wingless-type MMTV integration site family member 2 [Source:ZFIN;Acc:ZDB-GENE-980526-416]"	"ZFIN"
"syne2b"	4.75558398682055e-07	0.413958082168528	0.123	0.048	0.0121847572910316	"4"	"ENSDARG00000053484"	"syne2b"	"https://zfin.org/ZDB-GENE-071218-5"	"spectrin repeat containing, nuclear envelope 2b [Source:ZFIN;Acc:ZDB-GENE-071218-5]"	"ZFIN"
"si:ch211-191a24.4"	4.46833034398968e-06	0.415860532996585	0.179	0.089	0.114487560073704	"4"	"ENSDARG00000037528"	"si:ch211-191a24.4"	"https://zfin.org/ZDB-GENE-030131-4489"	"si:ch211-191a24.4 [Source:ZFIN;Acc:ZDB-GENE-030131-4489]"	"ZFIN"
"cct4"	4.95515452682329e-06	0.417309407396782	0.123	0.053	0.126960969286266	"4"	"ENSDARG00000013475"	"cct4"	"https://zfin.org/ZDB-GENE-040426-1421"	"chaperonin containing TCP1, subunit 4 (delta) [Source:ZFIN;Acc:ZDB-GENE-040426-1421]"	"ZFIN"
"si:dkey-262k9.2"	9.02478194478033e-06	0.417827334600225	0.187	0.097	0.231232962989162	"4"	"ENSDARG00000098024"	"si:dkey-262k9.2"	"https://zfin.org/ZDB-GENE-131121-282"	"si:dkey-262k9.2 [Source:ZFIN;Acc:ZDB-GENE-131121-282]"	"ZFIN"
"si:dkey-42i9.4"	2.5297093663178e-05	0.419041845473253	0.19	0.102	0.648162133837946	"4"	"ENSDARG00000008049"	"si:dkey-42i9.4"	"https://zfin.org/ZDB-GENE-030131-8398"	"si:dkey-42i9.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8398]"	"ZFIN"
"myl12.1"	2.18899451082246e-07	0.42599443698034	0.168	0.073	0.00560864173562931	"4"	"ENSDARG00000099766"	"myl12.1"	"https://zfin.org/ZDB-GENE-030131-4918"	"myosin, light chain 12, genome duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4918]"	"ZFIN"
"sult1st9"	1.46610274294673e-07	0.427444876681269	0.16	0.068	0.00375644844797812	"4"	"ENSDARG00000094996"	"sult1st9"	"https://zfin.org/ZDB-GENE-081105-79"	"sulfotransferase family 1, cytosolic sulfotransferase 9 [Source:ZFIN;Acc:ZDB-GENE-081105-79]"	"ZFIN"
"rassf7b"	4.12417888346485e-08	0.430545219139721	0.153	0.061	0.00105669711352136	"4"	"ENSDARG00000003193"	"rassf7b"	"https://zfin.org/ZDB-GENE-030429-1"	"Ras association domain family member 7b [Source:ZFIN;Acc:ZDB-GENE-030429-1]"	"ZFIN"
"tmem59"	9.13133242307282e-07	0.430672208808318	0.108	0.041	0.0233962999343972	"4"	"ENSDARG00000019033"	"tmem59"	"https://zfin.org/ZDB-GENE-070912-397"	"transmembrane protein 59 [Source:ZFIN;Acc:ZDB-GENE-070912-397]"	"ZFIN"
"eef1da"	7.61390122285856e-08	0.431270670674611	0.41	0.247	0.00195083377132082	"4"	"ENSDARG00000102291"	"eef1da"	"https://zfin.org/ZDB-GENE-040426-2740"	"eukaryotic translation elongation factor 1 delta a (guanine nucleotide exchange protein) [Source:ZFIN;Acc:ZDB-GENE-040426-2740]"	"ZFIN"
"spint1a"	1.8030618419592e-07	0.431332368216868	0.22	0.105	0.00461980505146786	"4"	"ENSDARG00000102332"	"spint1a"	"https://zfin.org/ZDB-GENE-040426-2169"	"serine peptidase inhibitor, Kunitz type 1 a [Source:ZFIN;Acc:ZDB-GENE-040426-2169]"	"ZFIN"
"mical2b"	6.40753514285006e-07	0.431989284039488	0.16	0.071	0.0164173865430104	"4"	"ENSDARG00000020395"	"mical2b"	"https://zfin.org/ZDB-GENE-061207-15"	"microtubule associated monooxygenase, calponin and LIM domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-061207-15]"	"ZFIN"
"fam162a"	2.39854870644341e-08	0.432935261306678	0.127	0.045	0.00061455614956493	"4"	"ENSDARG00000063344"	"fam162a"	"https://zfin.org/ZDB-GENE-030131-8307"	"family with sequence similarity 162 member A [Source:ZFIN;Acc:ZDB-GENE-030131-8307]"	"ZFIN"
"f11r.1"	1.02187430353435e-07	0.434059393448525	0.216	0.103	0.00261824634051572	"4"	"ENSDARG00000017320"	"f11r.1"	"https://zfin.org/ZDB-GENE-030131-2416"	"F11 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2416]"	"ZFIN"
"wls"	6.08953067192801e-05	0.434959612880615	0.183	0.101	1	"4"	"ENSDARG00000009534"	"wls"	"https://zfin.org/ZDB-GENE-040426-2161"	"Wnt ligand secretion mediator [Source:ZFIN;Acc:ZDB-GENE-040426-2161]"	"ZFIN"
"fam83b"	8.54142472614954e-07	0.437243888643609	0.179	0.085	0.0218848384333403	"4"	"ENSDARG00000078309"	"fam83b"	"https://zfin.org/ZDB-GENE-030131-7066"	"family with sequence similarity 83 member B [Source:ZFIN;Acc:ZDB-GENE-030131-7066]"	"ZFIN"
"tagln2"	1.11472165146039e-07	0.438843639948036	0.175	0.077	0.0028561398153718	"4"	"ENSDARG00000033466"	"tagln2"	"https://zfin.org/ZDB-GENE-020802-2"	"transgelin 2 [Source:ZFIN;Acc:ZDB-GENE-020802-2]"	"ZFIN"
"stat3"	7.0253250145788e-09	0.439374549939247	0.231	0.105	0.000180002877523538	"4"	"ENSDARG00000022712"	"stat3"	"https://zfin.org/ZDB-GENE-980526-68"	"signal transducer and activator of transcription 3 (acute-phase response factor) [Source:ZFIN;Acc:ZDB-GENE-980526-68]"	"ZFIN"
"oaz2a"	5.09790229947207e-08	0.442709988291835	0.22	0.104	0.00130618452717073	"4"	"ENSDARG00000045929"	"oaz2a"	"https://zfin.org/ZDB-GENE-121005-1"	"ornithine decarboxylase antizyme 2a [Source:ZFIN;Acc:ZDB-GENE-121005-1]"	"ZFIN"
"pknox2"	8.18855231345405e-09	0.44407254240662	0.104	0.032	0.00020980708737532	"4"	"ENSDARG00000055349"	"pknox2"	"https://zfin.org/ZDB-GENE-031118-112"	"pbx/knotted 1 homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-031118-112]"	"ZFIN"
"arhgef4"	3.78747506520771e-11	0.445014741807334	0.325	0.15	9.70426861207521e-07	"4"	"ENSDARG00000012914"	"arhgef4"	"https://zfin.org/ZDB-GENE-070912-575"	"Rho guanine nucleotide exchange factor (GEF) 4 [Source:ZFIN;Acc:ZDB-GENE-070912-575]"	"ZFIN"
"gnb1a"	4.81556064560317e-10	0.447066633040506	0.291	0.136	1.23384294861644e-05	"4"	"ENSDARG00000090454"	"gnb1a"	"https://zfin.org/ZDB-GENE-030131-823"	"guanine nucleotide binding protein (G protein), beta polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-030131-823]"	"ZFIN"
"higd1a"	9.19164755036747e-08	0.448554039336959	0.201	0.093	0.00235508393535515	"4"	"ENSDARG00000022303"	"higd1a"	"https://zfin.org/ZDB-GENE-030826-15"	"HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]"	"ZFIN"
"map3k21"	1.78265351437433e-05	0.454026952119429	0.127	0.058	0.456751483452992	"4"	"ENSDARG00000079473"	"map3k21"	"https://zfin.org/ZDB-GENE-090312-24"	"mitogen-activated protein kinase kinase kinase 21 [Source:ZFIN;Acc:ZDB-GENE-090312-24]"	"ZFIN"
"rab1ab"	8.39829660657161e-08	0.454227995260264	0.149	0.06	0.00215181155653578	"4"	"ENSDARG00000029663"	"rab1ab"	"https://zfin.org/ZDB-GENE-030616-564"	"RAB1A, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-030616-564]"	"ZFIN"
"elf3"	9.41787429114612e-08	0.45503200506843	0.127	0.048	0.00241304775087746	"4"	"ENSDARG00000077982"	"elf3"	"https://zfin.org/ZDB-GENE-030131-8760"	"E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:ZFIN;Acc:ZDB-GENE-030131-8760]"	"ZFIN"
"bach2b"	1.0195541706591e-10	0.456144263825299	0.228	0.093	2.61230169606275e-06	"4"	"ENSDARG00000004074"	"bach2b"	"https://zfin.org/ZDB-GENE-041001-139"	"BTB and CNC homology 1, basic leucine zipper transcription factor 2b [Source:ZFIN;Acc:ZDB-GENE-041001-139]"	"ZFIN"
"dnase1l4.1"	2.40520992535884e-07	0.456558970261685	0.201	0.096	0.00616262887075441	"4"	"ENSDARG00000015123"	"dnase1l4.1"	"https://zfin.org/ZDB-GENE-040808-35"	"deoxyribonuclease 1 like 4, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040808-35]"	"ZFIN"
"ubc"	5.6605741871203e-11	0.456729893760396	0.485	0.271	1.45035231822396e-06	"4"	"ENSDARG00000102632"	"ubc"	"https://zfin.org/ZDB-GENE-061110-88"	"ubiquitin C [Source:ZFIN;Acc:ZDB-GENE-061110-88]"	"ZFIN"
"ctbp1"	2.90249354531845e-07	0.459537835674323	0.104	0.037	0.00743676896181494	"4"	"ENSDARG00000057007"	"ctbp1"	"https://zfin.org/ZDB-GENE-010130-1"	"C-terminal binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-010130-1]"	"ZFIN"
"abca12"	9.58416047726817e-06	0.460372193995865	0.153	0.075	0.245565359748565	"4"	"ENSDARG00000074749"	"abca12"	"https://zfin.org/ZDB-GENE-030131-9790"	"ATP-binding cassette, sub-family A (ABC1), member 12 [Source:ZFIN;Acc:ZDB-GENE-030131-9790]"	"ZFIN"
"h1f0"	1.27764977909981e-08	0.462211762999485	0.575	0.376	0.000327359426400953	"4"	"ENSDARG00000038559"	"h1f0"	"https://zfin.org/ZDB-GENE-030131-337"	"H1 histone family, member 0 [Source:ZFIN;Acc:ZDB-GENE-030131-337]"	"ZFIN"
"bcl2a"	1.21702046413478e-05	0.462965251423405	0.175	0.09	0.311824983320614	"4"	"ENSDARG00000094704"	"bcl2a"	"https://zfin.org/ZDB-GENE-051012-1"	"BCL2 apoptosis regulator a [Source:ZFIN;Acc:ZDB-GENE-051012-1]"	"ZFIN"
"traf4a"	5.86350694297652e-07	0.464090755436416	0.153	0.067	0.0150234774892944	"4"	"ENSDARG00000003963"	"traf4a"	"https://zfin.org/ZDB-GENE-040308-1"	"tnf receptor-associated factor 4a [Source:ZFIN;Acc:ZDB-GENE-040308-1]"	"ZFIN"
"ckap4"	3.59615298056505e-06	0.46460031546346	0.119	0.051	0.0921406316680376	"4"	"ENSDARG00000032405"	"ckap4"	"https://zfin.org/ZDB-GENE-040426-2417"	"cytoskeleton associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2417]"	"ZFIN"
"mpc1"	5.76439246303458e-07	0.466709049202962	0.149	0.065	0.0147695263687872	"4"	"ENSDARG00000093448"	"mpc1"	"https://zfin.org/ZDB-GENE-040718-94"	"mitochondrial pyruvate carrier 1 [Source:ZFIN;Acc:ZDB-GENE-040718-94]"	"ZFIN"
"ywhaqa"	1.14916661131038e-06	0.468742599885235	0.16	0.074	0.0294439469149945	"4"	"ENSDARG00000042539"	"ywhaqa"	"https://zfin.org/ZDB-GENE-040122-5"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide a [Source:ZFIN;Acc:ZDB-GENE-040122-5]"	"ZFIN"
"si:dkey-7j14.6"	9.7495315183845e-08	0.47070220522895	0.112	0.039	0.00249802496564048	"4"	"ENSDARG00000090552"	"si:dkey-7j14.6"	"https://zfin.org/ZDB-GENE-030131-8466"	"si:dkey-7j14.6 [Source:ZFIN;Acc:ZDB-GENE-030131-8466]"	"ZFIN"
"si:dkey-16l2.20"	1.1741312986445e-07	0.472264784051828	0.138	0.054	0.00300835921338695	"4"	"ENSDARG00000098191"	"si:dkey-16l2.20"	"https://zfin.org/ZDB-GENE-141212-380"	"si:dkey-16l2.20 [Source:ZFIN;Acc:ZDB-GENE-141212-380]"	"ZFIN"
"si:dkeyp-86h10.3"	1.04121864036886e-05	0.475661200376009	0.157	0.077	0.266781040035309	"4"	"ENSDARG00000095615"	"si:dkeyp-86h10.3"	"https://zfin.org/ZDB-GENE-100922-65"	"si:dkeyp-86h10.3 [Source:ZFIN;Acc:ZDB-GENE-100922-65]"	"ZFIN"
"igsf9a"	5.35486952063897e-12	0.483755390729708	0.582	0.351	1.37202466857812e-07	"4"	"ENSDARG00000075864"	"igsf9a"	"https://zfin.org/ZDB-GENE-060503-288"	"immunoglobulin superfamily, member 9a [Source:ZFIN;Acc:ZDB-GENE-060503-288]"	"ZFIN"
"pkp1b"	1.37364782951799e-07	0.48430179593527	0.104	0.036	0.00351956046879099	"4"	"ENSDARG00000052705"	"pkp1b"	"https://zfin.org/ZDB-GENE-030131-417"	"plakophilin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-417]"	"ZFIN"
"susd6"	9.39328808468229e-13	0.485801923530173	0.388	0.18	2.4067482730573e-08	"4"	"ENSDARG00000030116"	"susd6"	"https://zfin.org/ZDB-GENE-030131-8832"	"sushi domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-030131-8832]"	"ZFIN"
"fhod1"	3.81284977924558e-10	0.489592314199026	0.175	0.065	9.76928370438301e-06	"4"	"ENSDARG00000051768"	"fhod1"	"https://zfin.org/ZDB-GENE-110623-4"	"formin homology 2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-110623-4]"	"ZFIN"
"klf2a"	5.6661749751875e-09	0.491365143993663	0.205	0.089	0.000145178735214254	"4"	"ENSDARG00000042667"	"klf2a"	"https://zfin.org/ZDB-GENE-011109-1"	"Kruppel-like factor 2a [Source:ZFIN;Acc:ZDB-GENE-011109-1]"	"ZFIN"
"txn"	4.75577303690416e-06	0.492822382279736	0.146	0.068	0.121852416751558	"4"	"ENSDARG00000044125"	"txn"	"https://zfin.org/ZDB-GENE-040718-162"	"thioredoxin [Source:ZFIN;Acc:ZDB-GENE-040718-162]"	"ZFIN"
"mydgf"	6.19073873524008e-10	0.495212324369151	0.119	0.037	1.58619107874321e-05	"4"	"ENSDARG00000071679"	"mydgf"	"https://zfin.org/ZDB-GENE-040718-183"	"myeloid-derived growth factor [Source:ZFIN;Acc:ZDB-GENE-040718-183]"	"ZFIN"
"six2a"	4.88091782324415e-07	0.501639560295727	0.104	0.038	0.0125058876467162	"4"	"ENSDARG00000058004"	"six2a"	"https://zfin.org/ZDB-GENE-010412-1"	"SIX homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-010412-1]"	"ZFIN"
"tmc5"	4.88338445232876e-11	0.502159424742714	0.302	0.14	1.25122076437568e-06	"4"	"ENSDARG00000013252"	"tmc5"	"https://zfin.org/ZDB-GENE-120411-6"	"transmembrane channel like 5 [Source:ZFIN;Acc:ZDB-GENE-120411-6]"	"ZFIN"
"gpa33a"	7.81755906146418e-08	0.502441379437235	0.149	0.06	0.00200301498272835	"4"	"ENSDARG00000100223"	"gpa33a"	"https://zfin.org/ZDB-GENE-080229-4"	"glycoprotein A33 (transmembrane), paralog a [Source:ZFIN;Acc:ZDB-GENE-080229-4]"	"ZFIN"
"rtn1a"	8.04520421626302e-09	0.503848359856117	0.131	0.046	0.000206134222429091	"4"	"ENSDARG00000006497"	"rtn1a"	"https://zfin.org/ZDB-GENE-030131-2426"	"reticulon 1a [Source:ZFIN;Acc:ZDB-GENE-030131-2426]"	"ZFIN"
"tagapa"	2.26070442071859e-09	0.504743501024949	0.134	0.046	5.79237686676517e-05	"4"	"ENSDARG00000002353"	"tagapa"	"https://zfin.org/ZDB-GENE-040426-1877"	"T cell activation RhoGTPase activating protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1877]"	"ZFIN"
"eif1b"	1.26639560902929e-08	0.511527619315042	0.313	0.166	0.000324475882945485	"4"	"ENSDARG00000012688"	"eif1b"	"https://zfin.org/ZDB-GENE-030131-956"	"eukaryotic translation initiation factor 1B [Source:ZFIN;Acc:ZDB-GENE-030131-956]"	"ZFIN"
"soul2"	3.81584073679405e-09	0.51516258031894	0.205	0.09	9.77694713581372e-05	"4"	"ENSDARG00000039499"	"soul2"	"https://zfin.org/ZDB-GENE-030131-2524"	"heme-binding protein soul2 [Source:ZFIN;Acc:ZDB-GENE-030131-2524]"	"ZFIN"
"tent5ba"	7.37485224750874e-12	0.51535220115514	0.224	0.086	1.88958464285669e-07	"4"	"ENSDARG00000039943"	"tent5ba"	"https://zfin.org/ZDB-GENE-061110-129"	"terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]"	"ZFIN"
"zgc:194398"	1.02978784350652e-14	0.522494902626934	0.377	0.167	2.63852241263241e-10	"4"	"ENSDARG00000078250"	"zgc:194398"	"https://zfin.org/ZDB-GENE-081022-111"	"zgc:194398 [Source:ZFIN;Acc:ZDB-GENE-081022-111]"	"ZFIN"
"plk3"	7.21872773055892e-08	0.527117944568624	0.131	0.049	0.00184958241912381	"4"	"ENSDARG00000038754"	"plk3"	"https://zfin.org/ZDB-GENE-030131-6134"	"polo-like kinase 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-6134]"	"ZFIN"
"si:ch73-335l21.4"	3.35854040941853e-05	0.534784863932766	0.101	0.044	0.860525223701217	"4"	"ENSDARG00000091234"	"si:ch73-335l21.4"	"https://zfin.org/ZDB-GENE-160728-105"	"si:ch73-335l21.4 [Source:ZFIN;Acc:ZDB-GENE-160728-105]"	"ZFIN"
"si:ch211-103f14.3"	4.85591721212194e-25	0.537685650632598	0.854	0.546	1.24418310808988e-20	"4"	"ENSDARG00000088315"	"si:ch211-103f14.3"	"https://zfin.org/ZDB-GENE-110411-160"	"si:ch211-103f14.3 [Source:ZFIN;Acc:ZDB-GENE-110411-160]"	"ZFIN"
"ptmab"	7.02965186627667e-19	0.540312915739826	0.698	0.411	1.80113740117741e-14	"4"	"ENSDARG00000101766"	"ptmab"	"https://zfin.org/ZDB-GENE-030131-8681"	"prothymosin alpha b [Source:ZFIN;Acc:ZDB-GENE-030131-8681]"	"ZFIN"
"plekha6"	6.24992334389637e-13	0.542039779762068	0.313	0.135	1.60135535917313e-08	"4"	"ENSDARG00000020328"	"plekha6"	"https://zfin.org/ZDB-GENE-140106-14"	"pleckstrin homology domain containing, family A member 6 [Source:ZFIN;Acc:ZDB-GENE-140106-14]"	"ZFIN"
"atf4a"	1.63406860534079e-09	0.542148146030014	0.175	0.069	4.18681058060416e-05	"4"	"ENSDARG00000111939"	"atf4a"	"https://zfin.org/ZDB-GENE-040426-2340"	"activating transcription factor 4a [Source:ZFIN;Acc:ZDB-GENE-040426-2340]"	"ZFIN"
"tm9sf3"	9.91971584399628e-09	0.542216113954794	0.19	0.082	0.000254162959354873	"4"	"ENSDARG00000028748"	"tm9sf3"	"https://zfin.org/ZDB-GENE-040426-2714"	"transmembrane 9 superfamily member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2714]"	"ZFIN"
"calm2b"	2.22995728463195e-13	0.54287396922909	0.437	0.22	5.71359655468398e-09	"4"	"ENSDARG00000015050"	"calm2b"	"https://zfin.org/ZDB-GENE-020415-2"	"calmodulin 2b, (phosphorylase kinase, delta) [Source:ZFIN;Acc:ZDB-GENE-020415-2]"	"ZFIN"
"capgb"	3.10986742021797e-11	0.543827697066536	0.153	0.05	7.96810230408249e-07	"4"	"ENSDARG00000099672"	"capgb"	"https://zfin.org/ZDB-GENE-030131-8541"	"capping protein (actin filament), gelsolin-like b [Source:ZFIN;Acc:ZDB-GENE-030131-8541]"	"ZFIN"
"nav2a"	1.61555900069979e-08	0.545405454425353	0.131	0.047	0.000413938527159301	"4"	"ENSDARG00000073688"	"nav2a"	"https://zfin.org/ZDB-GENE-120502-3"	"neuron navigator 2a [Source:ZFIN;Acc:ZDB-GENE-120502-3]"	"ZFIN"
"tmem176l.3b"	1.46899162735934e-14	0.547004560378452	0.384	0.172	3.76385034762009e-10	"4"	"ENSDARG00000096874"	"tmem176l.3b"	"https://zfin.org/ZDB-GENE-080829-14"	"transmembrane protein 176l.3b [Source:ZFIN;Acc:ZDB-GENE-080829-14]"	"ZFIN"
"oclna"	5.01009789149539e-09	0.548633777363757	0.187	0.079	0.000128368728175895	"4"	"ENSDARG00000005108"	"oclna"	"https://zfin.org/ZDB-GENE-040426-2685"	"occludin a [Source:ZFIN;Acc:ZDB-GENE-040426-2685]"	"ZFIN"
